,nTrends,nFunds,liq,sigma_P,sigma_V,maShortMin,maLongMin,bcTicksMin,entryThMin,exitThdMin,valueOffset,startSeed
83,0.553,0.077,0.9390000000000001,0.6930000000000001,0.9570000000000001,0.061,0.623,0.921,0.853,0.749,0.583,0.643
84,0.577,0.419,0.085,0.379,0.219,0.355,0.41300000000000003,0.023,0.111,0.111,0.431,0.537
85,0.503,0.028999999999999998,0.553,0.359,0.461,0.607,0.031,0.551,0.775,0.539,0.665,0.293
86,0.325,0.111,0.003,0.035,0.299,0.459,0.309,0.10300000000000001,0.5750000000000001,0.187,0.135,0.801
87,0.5650000000000001,0.5750000000000001,0.203,0.899,0.971,0.767,0.067,0.531,0.333,0.971,0.34500000000000003,0.46900000000000003
88,0.525,0.621,0.147,0.131,0.091,0.028999999999999998,0.963,0.433,0.635,0.441,0.787,0.597
89,0.195,0.265,0.8190000000000001,0.425,0.491,0.365,0.495,0.371,0.123,0.647,0.767,0.047
90,0.23500000000000001,0.6890000000000001,0.07300000000000001,0.399,0.667,0.805,0.069,0.059,0.687,0.197,0.731,0.525
91,0.437,0.281,0.353,0.763,0.645,0.6990000000000001,0.367,0.9590000000000001,0.14500000000000002,0.659,0.5650000000000001,0.775
92,0.659,0.965,0.919,0.273,0.921,0.135,0.663,0.47500000000000003,0.07300000000000001,0.495,0.419,0.917
93,0.351,0.843,0.537,0.8170000000000001,0.025,0.855,0.767,0.393,0.999,0.663,0.8210000000000001,0.185
94,0.983,0.113,0.069,0.429,0.081,0.429,0.783,0.495,0.47300000000000003,0.275,0.867,0.271
95,0.497,0.393,0.587,0.009000000000000001,0.687,0.433,0.523,0.867,0.365,0.317,0.803,0.089
96,0.329,0.169,0.729,0.217,0.923,0.167,0.8170000000000001,0.615,0.305,0.543,0.357,0.685
97,0.239,0.253,0.539,0.721,0.963,0.241,0.529,0.401,0.389,0.123,0.351,0.799
98,0.9570000000000001,0.155,0.081,0.07300000000000001,0.975,0.391,0.861,0.863,0.437,0.453,0.913,0.605
99,0.077,0.333,0.529,0.917,0.657,0.733,0.229,0.321,0.139,0.849,0.719,0.481
100,0.097,0.323,0.037000000000000005,0.107,0.961,0.707,0.759,0.055,0.317,0.031,0.433,0.835
101,0.621,0.869,0.115,0.879,0.077,0.489,0.14300000000000002,0.893,0.9510000000000001,0.7010000000000001,0.385,0.397
102,0.361,0.203,0.749,0.9550000000000001,0.47300000000000003,0.23700000000000002,0.853,0.631,0.577,0.439,0.147,0.5650000000000001
103,0.963,0.587,0.899,0.247,0.901,0.989,0.903,0.149,0.8150000000000001,0.271,0.723,0.867
104,0.755,0.221,0.981,0.14300000000000002,0.075,0.555,0.799,0.229,0.893,0.681,0.401,0.9450000000000001
105,0.967,0.561,0.481,0.371,0.271,0.325,0.999,0.725,0.039,0.387,0.875,0.9550000000000001
106,0.631,0.9570000000000001,0.8170000000000001,0.979,0.135,0.427,0.503,0.861,0.8310000000000001,0.491,0.523,0.483
107,0.513,0.545,0.305,0.845,0.909,0.871,0.149,0.067,0.127,0.331,0.467,0.769
108,0.217,0.435,0.341,0.003,0.227,0.035,0.20900000000000002,0.5670000000000001,0.657,0.279,0.323,0.8250000000000001
109,0.913,0.749,0.057,0.14100000000000001,0.487,0.593,0.20700000000000002,0.685,0.359,0.753,0.547,0.057
110,0.921,0.747,0.497,0.9510000000000001,0.279,0.301,0.933,0.343,0.607,0.771,0.453,0.377
111,0.587,0.039,0.343,0.775,0.259,0.5710000000000001,0.215,0.465,0.055,0.5710000000000001,0.249,0.163
112,0.733,0.481,0.153,0.659,0.121,0.531,0.219,0.6930000000000001,0.723,0.801,0.211,0.529
113,0.181,0.665,0.605,0.357,0.877,0.495,0.465,0.17300000000000001,0.057,0.965,0.517,0.603
114,0.8130000000000001,0.879,0.219,0.389,0.457,0.251,0.139,0.487,0.089,0.637,0.437,0.595
115,0.273,0.5690000000000001,0.711,0.851,0.169,0.14300000000000002,0.095,0.985,0.873,0.069,0.771,0.7010000000000001
116,0.805,0.309,0.28700000000000003,0.537,0.051000000000000004,0.873,0.789,0.221,0.325,0.379,0.399,0.443
117,0.895,0.7010000000000001,0.019000000000000003,0.361,0.765,0.899,0.525,0.305,0.267,0.731,0.059,0.307
118,0.835,0.871,0.803,0.665,0.401,0.327,0.8230000000000001,0.521,0.777,0.605,0.9430000000000001,0.035
119,0.737,0.549,0.741,0.083,0.859,0.075,0.46900000000000003,0.983,0.583,0.28500000000000003,0.003,0.119
120,0.011,0.433,0.157,0.449,0.811,0.013000000000000001,0.28700000000000003,0.879,0.683,0.863,0.20700000000000002,0.28500000000000003
121,0.447,0.619,0.599,0.515,0.8190000000000001,0.461,0.007,0.125,0.263,0.641,0.8150000000000001,0.783
122,0.841,0.723,0.133,0.011,0.429,0.357,0.259,0.033,0.459,0.975,0.5710000000000001,0.053000000000000005
123,0.613,0.547,0.375,0.037000000000000005,0.34500000000000003,0.931,0.175,0.599,0.5630000000000001,0.667,0.763,0.23700000000000002
124,0.355,0.9470000000000001,0.601,0.707,0.609,0.20700000000000002,0.435,0.843,0.181,0.249,0.6990000000000001,0.193
125,0.9590000000000001,0.387,0.447,0.517,0.109,0.46900000000000003,0.885,0.119,0.613,0.9490000000000001,0.617,0.8290000000000001
126,0.395,0.47300000000000003,0.519,0.323,0.747,0.005,0.065,0.901,0.363,0.995,0.227,0.581
127,0.319,0.795,0.535,0.383,0.41700000000000004,0.925,0.299,0.9510000000000001,0.797,0.131,0.183,0.291
128,0.505,0.277,0.321,0.479,0.629,0.10500000000000001,0.795,0.387,0.121,0.931,0.923,0.20500000000000002
129,0.637,0.037000000000000005,0.963,0.295,0.07300000000000001,0.971,0.961,0.279,0.197,0.41700000000000004,0.165,0.7030000000000001
130,0.495,0.443,0.9550000000000001,0.373,0.14500000000000002,0.077,0.033,0.227,0.311,0.429,0.035,0.625
131,0.931,0.263,0.045,0.923,0.631,0.775,0.203,0.555,0.921,0.961,0.479,0.231
132,0.653,0.133,0.459,0.031,0.027000000000000003,0.017,0.099,0.07100000000000001,0.063,0.40700000000000003,0.085,0.123
133,0.303,0.355,0.429,0.40900000000000003,0.393,0.47100000000000003,0.507,0.115,0.445,0.859,0.089,0.225
134,0.113,0.739,0.975,0.159,0.311,0.867,0.707,0.129,0.851,0.425,0.171,0.841
135,0.773,0.889,0.097,0.705,0.865,0.523,0.14500000000000002,0.905,0.599,0.705,0.377,0.07100000000000001
136,0.859,0.511,0.661,0.28300000000000003,0.057,0.903,0.911,0.891,0.41100000000000003,0.547,0.667,0.41700000000000004
137,0.251,0.533,0.777,0.651,0.355,0.057,0.547,0.107,0.391,0.755,0.837,0.167
138,0.153,0.41500000000000004,0.555,0.261,0.489,0.293,0.593,0.035,0.40700000000000003,0.615,0.033,0.623
139,0.993,0.331,0.46900000000000003,0.551,0.6950000000000001,0.059,0.985,0.667,0.679,0.611,0.395,0.183
140,0.715,0.20500000000000002,0.175,0.6890000000000001,0.387,0.893,0.769,0.749,0.731,0.6950000000000001,0.769,0.241
141,0.028999999999999998,0.877,0.089,0.865,0.333,0.771,0.983,0.28300000000000003,0.843,0.805,0.979,0.593
142,0.485,0.313,0.351,0.525,0.28900000000000003,0.883,0.281,0.429,0.617,0.085,0.065,0.281
143,0.117,0.635,0.783,0.971,0.437,0.183,0.609,0.5730000000000001,0.085,0.001,0.221,0.705
144,0.201,0.529,0.603,0.193,0.651,0.737,0.603,0.763,0.165,0.10300000000000001,0.589,0.713
145,0.14100000000000001,0.603,0.359,0.355,0.5710000000000001,0.331,0.47700000000000004,0.5750000000000001,0.581,0.051000000000000004,0.049,0.383
146,0.655,0.329,0.967,0.755,0.771,0.645,0.217,0.585,0.149,0.195,0.161,0.179
147,0.427,0.5650000000000001,0.9470000000000001,0.803,0.849,0.601,0.977,0.493,0.9410000000000001,0.020999999999999998,0.789,0.781
148,0.583,0.537,0.137,0.649,0.977,0.373,0.9430000000000001,0.403,0.623,0.515,0.971,0.877
149,0.627,0.025,0.383,0.403,0.541,0.263,0.9470000000000001,0.189,0.241,0.527,0.7010000000000001,0.301
150,0.977,0.259,0.261,0.9570000000000001,0.873,0.631,0.625,0.061,0.115,0.505,0.063,0.389
151,0.675,0.195,0.793,0.757,0.933,0.551,0.659,0.625,0.117,0.07100000000000001,0.267,0.465
152,0.265,0.325,0.761,0.213,0.751,0.163,0.531,0.9530000000000001,0.439,0.34900000000000003,0.41100000000000003,0.533
153,0.979,0.41100000000000003,0.7010000000000001,0.113,0.391,0.753,0.777,0.365,0.495,0.993,0.993,0.279
154,0.6910000000000001,0.661,0.101,0.221,0.419,0.797,0.339,0.043,0.277,0.9590000000000001,0.447,0.733
155,0.759,0.299,0.753,0.835,0.735,0.9510000000000001,0.705,0.527,0.275,0.17300000000000001,0.265,0.227
156,0.41300000000000003,0.273,0.527,0.985,0.897,0.633,0.509,0.855,0.805,0.927,0.5750000000000001,0.419
157,0.899,0.717,0.199,0.331,0.925,0.843,0.093,0.847,0.353,0.107,0.529,0.773
158,0.493,0.167,0.371,0.723,0.385,0.305,0.749,0.9490000000000001,0.517,0.391,0.515,0.609
159,0.927,0.519,0.111,0.767,0.295,0.303,0.877,0.501,0.863,0.559,0.157,0.807
160,0.707,0.013000000000000001,0.317,0.279,0.445,0.801,0.741,0.971,0.773,0.6910000000000001,0.863,0.028999999999999998
161,0.46900000000000003,0.305,0.579,0.937,0.591,0.453,0.233,0.519,0.561,0.485,0.637,0.489
162,0.8170000000000001,0.183,0.041,0.255,0.9530000000000001,0.431,0.843,0.431,0.621,0.273,0.539,0.197
163,0.065,0.391,0.14100000000000001,0.931,0.28500000000000003,0.369,0.231,0.333,0.6950000000000001,0.911,0.113,0.919
164,0.451,0.47500000000000003,0.139,0.503,0.377,0.299,0.747,0.373,0.781,0.717,0.853,0.5690000000000001
165,0.747,0.027000000000000003,0.5650000000000001,0.121,0.181,0.267,0.211,0.741,0.397,0.905,0.353,0.797
166,0.853,0.541,0.193,0.185,0.639,0.405,0.157,0.213,0.47100000000000003,0.097,0.509,0.051000000000000004
167,0.081,0.083,0.745,0.075,0.249,0.973,0.901,0.991,0.467,0.109,0.305,0.925
168,0.551,0.593,0.427,0.401,0.23700000000000002,0.361,0.009000000000000001,0.391,0.601,0.665,0.857,0.239
169,0.685,0.709,0.735,0.281,0.41100000000000003,0.729,0.673,0.773,0.41500000000000004,0.033,0.241,0.07300000000000001
170,0.079,0.611,0.757,0.645,0.331,0.9570000000000001,0.763,0.20900000000000002,0.785,0.263,0.255,0.805
171,0.343,0.7030000000000001,0.279,0.435,0.039,0.219,0.5750000000000001,0.605,0.8250000000000001,0.501,0.275,0.011
172,0.047,0.495,0.6990000000000001,0.249,0.681,0.579,0.273,0.8210000000000001,0.8270000000000001,0.465,0.527,0.493
173,0.215,0.751,0.233,0.231,0.643,0.625,0.10300000000000001,0.369,0.023,0.627,0.335,0.8150000000000001
174,0.807,0.535,0.5730000000000001,0.319,0.737,0.423,0.837,0.877,0.527,0.351,0.121,0.485
175,0.059,0.863,0.007,0.129,0.175,0.9550000000000001,0.621,0.377,0.649,0.377,0.061,0.169
176,0.009000000000000001,0.505,0.467,0.467,0.927,0.529,0.6990000000000001,0.147,0.135,0.371,0.685,0.811
177,0.311,0.007,0.861,0.901,0.9510000000000001,0.363,0.721,0.427,0.713,0.41300000000000003,0.107,0.557
178,0.663,0.20900000000000002,0.121,0.443,0.159,0.011,0.515,0.6990000000000001,0.771,0.833,0.609,0.677
179,0.757,0.429,0.14300000000000002,0.41300000000000003,0.503,0.137,0.8290000000000001,0.981,0.337,0.167,0.9490000000000001,0.989
180,0.779,0.509,0.107,0.085,0.9590000000000001,0.479,0.687,0.375,0.833,0.075,0.743,0.687
181,0.777,0.365,0.355,0.34900000000000003,0.5690000000000001,0.159,0.127,0.335,0.109,0.055,0.079,0.137
182,0.761,0.367,0.443,0.523,0.763,0.997,0.667,0.935,0.9590000000000001,0.20500000000000002,0.889,0.849
183,0.297,0.515,0.361,0.589,0.9470000000000001,0.261,0.809,0.781,0.47500000000000003,0.881,0.861,0.445
184,0.053000000000000005,0.045,0.851,0.859,0.183,0.525,0.725,0.549,0.025,0.185,0.243,0.20700000000000002
185,0.315,0.841,0.547,0.091,0.895,0.603,0.109,0.099,0.107,0.255,0.6890000000000001,0.257
186,0.6890000000000001,0.679,0.257,0.189,0.045,0.033,0.925,0.053000000000000005,0.533,0.009000000000000001,0.8270000000000001,0.5710000000000001
187,0.915,0.271,0.183,0.351,0.853,0.879,0.459,0.505,0.885,0.865,0.213,0.889
188,0.317,0.989,0.315,0.325,0.677,0.779,0.111,0.873,0.169,0.47300000000000003,0.839,0.725
189,0.189,0.225,0.8290000000000001,0.891,0.305,0.721,0.889,0.887,0.603,0.119,0.489,0.265
190,0.9530000000000001,0.9490000000000001,0.405,0.855,0.041,0.099,0.197,0.6910000000000001,0.251,0.34500000000000003,0.603,0.020999999999999998
191,0.735,0.251,0.377,0.871,0.443,0.47700000000000004,0.313,0.303,0.909,0.093,0.519,0.771
192,0.605,0.461,0.095,0.787,0.433,0.615,0.487,0.421,0.075,0.333,0.711,0.059
193,0.419,0.245,0.873,0.749,0.125,0.23500000000000001,0.055,0.453,0.837,0.795,0.083,0.095
194,0.705,0.721,0.335,0.461,0.713,0.025,0.297,0.779,0.217,0.191,0.485,0.721
195,0.373,0.075,0.521,0.275,0.847,0.34700000000000003,0.927,0.903,0.629,0.311,0.801,0.309
196,0.119,0.151,0.28900000000000003,0.171,0.233,0.039,0.083,0.649,0.675,0.8130000000000001,0.111,0.305
197,0.937,0.399,0.401,0.919,0.9410000000000001,0.455,0.20500000000000002,0.889,0.917,0.309,0.020999999999999998,0.263
198,0.723,0.759,0.707,0.291,0.669,0.609,0.113,0.357,0.721,0.157,0.647,0.9470000000000001
199,0.589,0.8170000000000001,0.197,0.605,0.329,0.683,0.677,0.309,0.707,0.553,0.07100000000000001,0.731
200,0.591,0.6950000000000001,0.259,0.20700000000000002,0.005,0.40700000000000003,0.653,0.195,0.925,0.727,0.217,0.809
201,0.491,0.020999999999999998,0.551,0.493,0.325,0.507,0.713,0.133,0.845,0.889,0.179,0.999
202,0.9430000000000001,0.121,0.223,0.269,0.321,0.079,0.869,0.539,0.10300000000000001,0.549,0.663,0.171
203,0.359,0.295,0.933,0.363,0.020999999999999998,0.757,0.405,0.665,0.119,0.529,0.725,0.243
204,0.085,0.139,0.747,0.087,0.423,0.719,0.839,0.41300000000000003,0.259,0.211,0.337,0.027000000000000003
205,0.507,0.28300000000000003,0.171,0.343,0.511,0.421,0.895,0.727,0.709,0.217,0.391,0.399
206,0.41100000000000003,0.991,0.809,0.5750000000000001,0.403,0.977,0.251,0.769,0.849,0.921,0.965,0.511
207,0.753,0.34900000000000003,0.773,0.999,0.023,0.149,0.195,0.247,0.889,0.005,0.481,0.8170000000000001
208,0.055,0.967,0.40700000000000003,0.433,0.887,0.9450000000000001,0.255,0.325,0.41300000000000003,0.593,0.493,0.577
209,0.165,0.451,0.255,0.713,0.067,0.249,0.8130000000000001,0.255,0.313,0.851,0.881,0.505
210,0.123,0.243,0.927,0.965,0.5750000000000001,0.129,0.797,0.795,0.377,0.375,0.755,0.973
211,0.629,0.28700000000000003,0.9430000000000001,0.925,0.527,0.993,0.161,0.231,0.375,0.867,0.291,0.153
212,0.935,0.40900000000000003,0.323,0.977,0.605,0.447,0.015,0.797,0.835,0.179,0.053000000000000005,0.909
213,0.601,0.583,0.087,0.041,0.107,0.9490000000000001,0.5630000000000001,0.623,0.725,0.973,0.9470000000000001,0.435
214,0.149,0.483,0.441,0.8270000000000001,0.903,0.487,0.517,0.175,0.211,0.837,0.753,0.869
215,0.721,0.761,0.767,0.877,0.837,0.739,0.561,0.167,0.479,0.929,0.8130000000000001,0.037000000000000005
216,0.295,0.427,0.049,0.421,0.779,0.221,0.9570000000000001,0.811,0.091,0.781,0.843,0.937
217,0.611,0.023,0.901,0.643,0.157,0.835,0.679,0.311,0.423,0.633,0.101,0.253
218,0.635,0.551,0.269,0.47300000000000003,0.983,0.281,0.643,0.8170000000000001,0.669,0.721,0.311,0.647
219,0.985,0.777,0.795,0.911,0.773,0.755,0.849,0.735,0.647,0.043,0.655,0.979
220,0.837,0.187,0.969,0.811,0.003,0.043,0.023,0.919,0.769,0.861,0.503,0.251
221,0.499,0.353,0.065,0.561,0.9490000000000001,0.849,0.269,0.253,0.493,0.395,0.277,0.885
222,0.677,0.655,0.897,0.133,0.899,0.777,0.791,0.603,0.133,0.9410000000000001,0.115,0.559
223,0.115,0.201,0.889,0.457,0.191,0.765,0.755,0.783,0.8190000000000001,0.8250000000000001,0.313,0.967
224,0.459,0.915,0.517,0.631,0.8210000000000001,0.881,0.773,0.559,0.291,0.917,0.501,0.427
225,0.23700000000000002,0.961,0.189,0.809,0.309,0.613,0.23700000000000002,0.379,0.923,0.935,0.671,0.327
226,0.07100000000000001,0.9510000000000001,0.717,0.935,0.383,0.463,0.5710000000000001,0.079,0.809,0.661,0.995,0.277
227,0.7010000000000001,0.861,0.807,0.451,0.115,0.617,0.039,0.515,0.203,0.787,0.631,0.991
228,0.247,0.581,0.309,0.635,0.083,0.311,0.321,0.14100000000000001,0.163,0.991,0.599,0.149
229,0.375,0.523,0.063,0.541,0.061,0.037000000000000005,0.553,0.881,0.28700000000000003,0.169,0.649,0.025
230,0.641,0.421,0.5750000000000001,0.375,0.733,0.195,0.801,0.719,0.171,0.46900000000000003,0.683,0.14500000000000002
231,0.561,0.645,0.983,0.975,0.769,0.139,0.719,0.5690000000000001,0.665,0.8150000000000001,0.645,0.381
232,0.335,0.981,0.489,0.257,0.919,0.709,0.393,0.751,0.269,0.14300000000000002,0.8290000000000001,0.425
233,0.263,0.449,0.435,0.781,0.663,0.763,0.091,0.181,0.995,0.997,0.439,0.40700000000000003
234,0.623,0.9450000000000001,0.991,0.655,0.755,0.621,0.8190000000000001,0.787,0.811,0.077,0.833,0.753
