"tick","run_0","run_1","run_2","run_3","run_4","run_5","run_6","run_7","run_8","run_9"
"27.0","6.217235017465384","5.654279667161085","2.7733374887077886","5.067595710350871","4.565580592208273","4.313622167408415","3.232468398923874","8.392613877572837","0.9504385374059496","6.1520519675308485"
"28.0","6.124357298799766","5.532459016261325","2.598679908062351","4.782478002306227","4.005362210588834","4.747612610092369","3.4888651765636842","8.604512534641922","1.3370229327453196","6.3053572044601935"
"29.0","6.594972192693267","5.829340492053802","2.469429528471087","5.081549192917894","4.052899030969957","4.7812417470916335","2.8713333966226404","7.82407016474331","1.1655465908688982","6.47995150114691"
"30.0","6.816603385275804","6.2507359685529975","2.4671308293698733","4.912733031474007","4.23469232179317","5.017908252560801","3.056041856287335","7.911034038399018","0.7649619138678228","6.4208928469595445"
"31.0","6.322663710507895","6.340090191104889","2.0292000473741547","4.794285853663867","4.388105263732456","5.0081899101841705","2.8805133001749184","8.046599383259217","0.13686776438525883","6.380957057420524"
"32.0","6.479719922103914","6.107515633429532","2.495224651651963","5.17025762994008","4.578357696059674","4.842098599214557","3.071590125504148","8.181749260064086","0.4748740604831018","6.908675548067399"
"33.0","6.251172631385669","6.542849930652327","2.34098620933388","4.959320775497457","4.403812026658262","4.873469938807491","3.3890208755249702","8.513929547852916","0.29901144237530275","6.546140880781078"
"34.0","6.271120304074682","6.161973844420247","2.280330979961381","5.422082853081836","4.252971189337297","4.584466534789951","4.086842737398661","8.623041913186889","0.3230293516151952","6.335131831794327"
"35.0","6.754752305668881","6.045294786910581","2.555878024541136","5.167617862262137","4.069882846571295","4.365606459604592","4.326399501419319","8.545310707586037","0.693974771446913","6.338078473841336"
"36.0","6.16045898792502","6.480684309917129","2.814317610366021","4.898316969145948","3.896888265667578","4.220082950479455","3.5503930159352293","9.097861220871458","0.27654567023672744","6.124508578674242"
"37.0","6.31767487239788","6.493862977771439","3.5611132709624593","5.245633273133234","4.074345715107654","4.275908864812974","3.608430126749004","8.71097055580622","0.24671186883386487","5.986417377748008"
"38.0","5.8997820599291195","7.148615584492055","4.167572651162021","5.260572239935667","4.165677367141833","3.84009774506745","3.716308324424038","9.384448690126845","0.4856622069080897","5.951249663029988"
"39.0","5.972178394945896","7.698860657493998","4.098365464563923","5.061944509905859","4.06104257130819","4.079857186929815","3.7964184796867952","10.134618178717936","0.5016329457916684","6.022871039681549"
"40.0","6.141072437607838","7.53490717715456","4.0941790902477235","5.457762628823537","4.0939698738297565","3.9112768779532923","3.506683871876334","9.916835104388033","0.6617122667575895","5.6446834900039615"
"41.0","6.744098124093704","7.31703661050924","4.278377374491648","5.059698646545015","4.197564876790403","3.527565557641461","3.192175206927641","9.341166241917405","0.27886396356154086","5.468083556604633"
"42.0","6.511250049855258","7.239318745742933","4.456604329931752","5.185806103367188","4.258586319846312","3.4976053718234663","3.5115750711394202","10.101413102334067","0.5971207728611483","6.442752538865339"
"43.0","6.1255293715565085","7.678992898814721","4.539055168556005","5.448824091787362","3.988789564168833","2.989714851307445","3.8607308589536458","9.999087447417121","0.8095422994950674","6.6696712583107045"
"44.0","6.424491077866956","8.03193027977139","4.790765686036533","5.012094040824585","4.288212427529762","3.4044267148239893","3.998985362665946","10.504433679988441","0.16142160246929838","6.762907396081472"
"45.0","6.359489071658932","8.400114708986505","5.27550959066983","4.539542579584027","3.967847546518744","3.7065229969503037","4.521883485763323","10.560790037215904","-0.4238921724818081","6.040726913117838"
"46.0","6.424734579404196","8.46495433145827","5.095305634948066","4.702924573613222","4.111697305029989","4.2972956759089875","4.198325941906025","10.347047912177773","0.023286655559813352","6.22187255854049"
"47.0","6.09629549963418","8.382450342583914","4.73344505700366","4.083159670865182","4.6362435738676595","4.519399667108855","4.586596676729256","10.254989241018887","-0.10451635920364435","5.570014617230212"
"48.0","6.265961928680212","8.511059122851332","4.759222514411255","4.080813269163945","5.191554801586409","4.340292826588899","5.247732807159101","10.199161932903268","-0.007101912778392741","5.3358990651057905"
"49.0","5.967805248941066","8.689758537776266","4.942531646837116","3.664306830674631","5.035267031390836","4.225041834508584","4.983105405954318","10.235464208017477","-0.05222053499867958","5.6352947653952485"
"50.0","5.687531981782412","8.601731253816437","5.200615611982955","3.7497811323261874","4.608118182147053","4.370449189356718","5.182484261389445","11.02725082405618","0.42952187475567916","5.872841103879018"
"51.0","5.365967607634533","9.136978666861227","4.937730548747555","3.518830604650104","5.63222945327241","4.231436505704601","5.219062448175277","11.475088857317468","0.6743354272979658","6.163017911973244"
"52.0","5.876626380877095","8.847335692791857","4.739159329995085","3.1169040670234827","5.297158492690464","4.3012653183119065","5.157930020662075","12.02150401041013","0.7734072043241236","6.079226643342923"
"53.0","5.6553857667779805","8.749853723360804","4.889941989551807","3.042490738818255","4.38277146467621","4.78599614903918","5.046189469044637","12.298335447024998","1.3045889085395004","5.932945808709765"
"54.0","5.629709115048902","8.458501098829736","5.28923696281323","2.8287495705332595","5.082893309409102","4.565427383552173","5.4042242722324","12.21500135499233","1.0798243942034935","5.839998033586854"
"55.0","5.791060973542825","8.24882619761795","4.920831988969748","2.5880738157636642","5.039181620176611","5.027137663317349","5.806748001163691","12.24692137120596","1.2327743235392117","6.357187500544911"
"56.0","6.163774011022562","8.534059062677423","5.197620773451035","2.653901325146454","5.50812409223028","5.206584273062969","6.161201782069624","12.122932610278763","0.9849979278302299","6.64674710357634"
"57.0","5.599243318150161","9.071517707961625","5.7697656046081285","2.51781538261308","5.336091684029092","5.238041287047394","6.362336569112533","12.618956987312881","1.1551323855575089","6.692011064329325"
"58.0","5.515370966143208","8.919789442443722","5.2913221490368185","1.8832485447488843","5.2597054869607724","4.982120832521896","6.6941241392639785","12.508604035942136","0.9668589496292321","6.826136136150957"
"59.0","5.559885241021082","9.225645253347182","5.07116830875186","2.089392307265191","4.903455813374729","4.909276502427356","6.238159637844824","12.447019497857672","0.45264600657422127","6.720954318095896"
"60.0","5.784680588298278","8.966193992397878","5.102069393986618","2.5212640662946497","5.3249610386889685","4.92231133720594","6.21589997109831","12.55655260939251","-0.7150691138284324","7.074032824503557"
"61.0","5.694581652415174","8.643846967594994","4.91026027902295","2.704813894525229","5.21397386559812","4.908478954407595","6.327796641427496","12.89813647468681","-0.8298452417602823","7.2436421492817775"
"62.0","5.34433710325769","7.732896266124468","4.664856787260942","3.1408022330162773","5.04852074646541","4.433698358286469","6.277910785809425","12.758376119941405","-0.9275936253385342","6.58131218942135"
"63.0","5.368768653990055","7.380978805455239","4.658563664245731","3.6648303151824324","5.228164226079427","4.116128322966652","5.9525275095814925","12.393487992175576","-0.4327290958734464","6.728754712489011"
"64.0","4.919022984277921","7.450942472568454","4.497401198128256","3.3844371282056227","5.587940166664099","3.7456697624491886","6.294705892185657","12.794257674136409","-1.082454928020245","7.080407588741624"
"65.0","4.155464391322674","7.510554572649863","5.143675517575253","3.277551826379154","5.804578788098587","3.571524211598963","5.680468626944868","12.822834747076312","-0.992137961605141","6.562621815061239"
"66.0","4.290500376011008","7.044177124139646","4.87707758638618","3.0687714777224535","5.395362851283997","2.916501365622853","5.754691431267771","13.289349018657791","-1.2854746635558207","6.563736934311114"
"67.0","4.348454192172996","6.518413883644516","4.670806085990228","3.2360363874711537","4.924878868667273","2.739607463757721","5.826468552476902","13.426437187966233","-1.470344247444709","6.046418743662868"
"68.0","4.033789381930355","6.451750057803854","4.515298419521057","3.8261706798920097","5.204323633311508","3.076209486844549","6.030141641309997","13.340509821040609","-1.4220564339849526","5.823688964204523"
"69.0","3.707925914679622","6.265530726000509","4.658514212233976","3.7349248665902754","5.237278250509225","3.2070537205344487","5.722756484222477","12.573925079045923","-1.6238899469776003","5.664401535121803"
"70.0","2.8908285329512653","7.185696336108753","4.908708166607704","3.6973455938310074","5.159048902699623","3.1331142967292185","5.308853319637482","12.34735788954784","-2.0934205824560497","5.684214090897467"
"71.0","2.8220811544700464","7.274889856419318","5.214103161304322","4.164778755078041","5.476088299212079","3.530496671560873","5.715776579736187","12.028957408069445","-2.2406849501217674","5.487058610544614"
"72.0","2.8999349874278773","7.700699780636522","5.039731295359025","4.039274817556615","5.289740122997886","3.4270639033848993","5.70210192863824","12.1523758975517","-2.415831092126079","5.708879532021379"
"73.0","3.033254834414487","7.985969799625643","4.972161552046424","4.474441554421608","5.378519809376611","3.4084107252488227","5.473157965699233","11.187451435266933","-1.9719592142882254","5.628854386077395"
"74.0","2.8927615025125313","8.28328935433511","5.172491836129902","5.01630801700868","6.113654944130282","3.3937611061906297","5.40399906550752","10.956810752200507","-1.5752467471388583","5.61405050012246"
"75.0","2.6374111486146603","8.811948436403206","4.65937042470021","5.288256877014067","6.86029060309051","3.7059860795235178","5.588958423589909","10.787666684749942","-1.8326647201646546","5.041927531090152"
"76.0","1.8576643028569046","8.569846371992458","4.608317120684281","5.383800222457112","6.283175300806527","4.092571217945327","5.781112047453435","11.176506833137669","-1.7925868681169173","4.961654855229367"
"77.0","2.268110000196655","8.707760774315526","4.41312002474246","5.124779587711574","5.5223092987425755","4.17088850697273","5.5038389246077495","11.117485173481246","-1.6479141267160269","4.822953280984114"
"78.0","1.8385275056812533","8.311331231952726","3.911561004330283","5.267788652200167","5.204043759107884","3.9349395900216826","5.023306983931794","11.088371203482343","-2.078207517100626","4.802706451971141"
"79.0","1.7181512553729101","8.230013303722819","4.402166072419658","5.569260279310172","4.953881466473855","3.981950079176379","4.59684099214301","11.079804269486377","-1.5947491983117879","4.528325177604283"
"80.0","1.8341905326260297","7.696054441246942","4.3582036346916455","5.195671792699796","4.908122565561058","4.079479339790746","4.613105659980502","10.738552659463952","-1.2122819327145486","4.233543841465326"
"81.0","1.6690431620527797","7.877374553577398","5.218815772212288","4.481487221861839","4.9039470617117145","4.7341338786274765","5.076592758283202","10.413773908838625","-1.3930330910982993","4.388663318372208"
"82.0","1.7344907189780994","8.677024534531595","5.257054209465353","4.513407412382741","4.868352376162033","4.896459451639343","5.682441681203432","10.392932716863015","-1.1448623198349073","4.06573055229029"
"83.0","1.7440456583071304","8.982654236272072","5.461326131050184","4.559109214718901","5.049538998803011","4.50506820487347","5.490727160218819","10.997855911064905","-1.0135064868518187","4.033868246153496"
"84.0","1.29907199615063","8.991445294654556","4.868279868812862","4.282364007625128","4.960609947169668","4.254924985524643","5.383078878544161","10.44722745565882","-0.9171876698951935","3.920886946267447"
"85.0","1.3672217490028034","8.953082234581236","5.325255401592949","4.07744848870135","4.042858629518759","4.324277539732166","5.888231078798366","10.176369594340807","-1.3382404945850428","4.310028375964706"
"86.0","1.8832686560922083","8.834685493707253","5.379842467924435","4.293223433755724","3.8336639670639827","4.494168511133698","5.546384549850079","10.105728383067715","-0.89485765566144","3.858554596584254"
"87.0","2.6643174596319987","8.597226735188194","5.371220756217518","4.096701673808777","3.8638423219850933","4.588859235931184","4.925319329943966","9.794114765066007","-0.5338997777745573","4.080303527863261"
"88.0","2.4584588820857034","8.832996584228454","4.904215738288327","4.667519633194994","2.942642055251129","4.472593955061784","5.434495236231025","9.800441434168235","-0.5691011039520921","4.036379695933122"
"89.0","2.4566281469358295","8.78356087009911","4.845717839510833","4.5725724278149755","2.6063412765052614","5.0635072924942275","5.822769824374057","9.975402249466185","-0.4779246494610286","3.7307314716227844"
"90.0","2.2657732355504985","8.617152128999724","5.487980694815928","4.911706282387275","3.232540696793438","5.136895461993862","6.0387309209192965","9.956608341335922","-0.29582344350105394","3.919006622439969"
"91.0","2.212112606672154","9.032328908624292","5.556354894190088","4.952530561644699","3.3586807501615428","4.725664772388614","5.822660238874231","10.05996711598074","-0.592826806144589","3.565096557820901"
"92.0","2.167027909904447","8.61609823908543","5.339351809462314","4.4789345609500835","3.634272874589537","4.3161860555753275","5.747283573945461","10.519264335460546","-0.6731731933039212","3.7129064354686094"
"93.0","2.397613968221426","8.583428338908023","5.6874355181252305","4.221632424404779","3.0976518914454414","3.9985551985691132","5.862139075650502","10.71024180792761","-0.17846808985893164","3.872094321411518"
"94.0","2.1476162353222605","8.671256401684914","5.574982543448442","3.3457880263235213","3.170618796483964","4.25327002722482","5.974295376466589","10.812120638757996","-0.2895053339273732","3.1959628524760713"
"95.0","2.0669232995553717","8.246700680477216","6.1583082581508055","3.344666640366395","3.7751519175747004","4.058243044756457","5.697667995012821","11.16965536222948","-0.14058320574257763","3.6993520358418"
"96.0","1.9737987454415324","8.523970175598183","7.028426982017498","3.2316685281201343","3.272374673032545","4.522898367783566","5.8910262422733535","11.15753379108697","0.8035999149615256","3.8720608910217775"
"97.0","1.3946342649422738","8.10649825684963","6.342470831143249","2.813139102349257","2.8587569963458477","5.495771063810607","5.58355884747132","11.60633272906843","1.009088854442376","3.8493431511349927"
"98.0","1.4911232908430003","7.9027443981141765","6.452665581006495","3.391098022330704","3.027668077291125","4.956908672265227","5.646382210716192","11.079971964968621","0.5055748545390375","3.643364215539844"
"99.0","1.419629336146352","8.703349074085828","5.772286201228024","3.6002639614676033","2.514198705029315","5.404486827109161","6.2008398859644265","10.763589721803971","0.5959536751920744","2.9071478922396343"
"100.0","1.0059928753085117","8.656253316645488","5.2862906770744225","3.3965085357306286","2.5812945271640113","5.403749669650506","5.799782006884942","10.32539065957698","0.1464782588137447","3.00548283911139"
"101.0","1.0122696631870898","8.981813618692922","5.597356729247217","3.270509137376463","2.522266534744582","5.490361508016776","5.717575608317709","9.47381410726275","0.489381253541269","2.426350887874199"
"101.0","0.4418621595160819","7.890528995359474","3.525548652553822","4.471561802815467","3.0458909109385974","5.180183352175704","5.227602854376764","8.062214323158573","0.5647491580169547","3.7903036019087573"
"102.0","2.325466676863977","9.51369162025155","5.218693438479191","3.671831380050845","2.9346729760452614","5.226237922385185","5.494634355003015","9.785956130328158","-0.6246677965564608","2.3212108177104573"
"103.0","0.7326504031985053","7.7879308441847295","5.362734253730527","3.876249660051255","2.575707882503391","4.622557878957342","4.824202993947063","8.109225113333462","-0.04337736662369193","4.3574041171642355"
"104.0","2.3192087414155282","9.492532077075925","4.9600112104719845","3.2534242218840643","3.0966853969157695","5.458194976941744","6.31166995286021","9.484975757282315","0.2513932520735065","2.866352311316969"
"105.0","0.63573263979952","8.352232902009966","5.353408606391911","4.495403474757315","2.962964687106612","5.135337778309305","5.034501551799365","8.328542892969075","0.41989085907840257","4.575346153945363"
"106.0","3.0192185989841547","8.195859877806816","4.907458289726846","4.838402565012608","2.5480423725800954","5.250664122579851","5.558535612570953","9.398706569568617","1.4061030131281624","2.650877595749904"
"107.0","0.6242666780725603","8.155918840364414","5.908549435177212","5.487641606047408","2.3202769413649946","4.511622973089199","5.319998606023737","8.360815191525862","0.31322815159271233","3.76771294793656"
"108.0","3.7693908299849506","8.93590106428566","4.876869548643868","4.022902937252885","0.9673957860658958","4.463969079369997","5.785081493058448","8.599129080083047","1.9067783835347942","3.0941231934217432"
"109.0","1.318111544612809","7.606665845867644","6.127423013601665","5.752867472053003","1.4425366067624843","4.585790966504192","5.400123967510668","8.099211259654878","0.07921119851024055","3.348493511768453"
"110.0","3.1950732019747727","8.704740657472742","5.96845187954889","4.177727582220168","0.7816984824987805","4.332453245914727","6.716080933712491","7.984067089063188","1.0070870444986655","4.291547302964385"
"111.0","0.0665290154193488","7.156228250608978","6.488623039212537","6.49151302165585","1.1502693520408043","5.156883901660795","4.656423172417606","7.637986418268941","-0.8176454242068387","3.973543253309986"
"112.0","3.8057222845840415","6.793186789880619","5.639252997485816","5.513163882653616","0.47439005530083694","4.065978435306692","6.948334063725853","8.490976645729075","0.8399202742546499","3.223015738675697"
"113.0","2.3416038647411037","7.721324796898672","6.430427303092753","6.759957943033438","0.34860023247465405","4.442900674357156","4.27321767509661","7.524220007758093","-0.39212666147977515","4.084494178512954"
"114.0","3.261420553474795","6.528694861379145","5.766570893184932","4.963021441849157","-0.7747727071459534","4.910389420551305","6.187394667501243","7.70005563229113","0.49016407638664133","3.589400936374852"
"115.0","3.7199033570083184","6.557613911699334","6.996160928401982","6.708482888961875","-0.8217651489583886","4.395849546559513","5.015558763862321","7.220311391372561","-0.2270103743670973","3.7643234127339644"
"116.0","2.745555391195257","5.775844821482575","6.641621260713399","5.406807044819968","-1.61467115872746","5.421136609579813","6.038149349167066","7.835286336746157","-0.7499404765351144","3.4682717349159966"
"117.0","3.88325896317173","6.768742226705369","7.034852168978886","6.821860675238365","0.10409874898102772","4.394100848725854","4.794882454037265","7.60102409315951","-0.7286799652979661","3.5211620800397077"
"118.0","2.2187316695066537","6.446020240559517","7.261373516751557","5.8347948683785615","-1.5187842901065223","5.00949162694343","6.0871439577726285","8.435534579993545","-0.4432480565637549","3.066269521780861"
"119.0","3.6548453354132073","6.782270646322734","8.317894612327533","6.699488726061347","0.19635375545625083","4.484324938756322","4.989141056728813","8.700933697965285","-0.6975009458624738","2.204077191635861"
"120.0","1.626007468426834","6.312818426529463","7.654104942069689","5.412824042609104","-1.131267317192168","5.488543290433777","5.795349514000435","8.956209736987196","-0.8950972902344785","2.748857884943665"
"121.0","2.963817668036714","6.5325295896315785","9.38025950585316","6.185973091395905","-1.7168841574602478","4.406134518645643","5.195258299935307","8.242127404274619","-0.43599813487809924","0.7069944664637551"
"122.0","2.8698709733326897","5.921037828825401","8.923871469274289","5.436994647756731","-1.4069894262898148","5.062973870908089","5.795061127482704","8.941533504210875","-0.09385404615496973","2.208547324239697"
"123.0","3.339103839409712","6.912019044743028","9.714557073522705","5.754492404912671","-1.1117933680480427","4.230052921194209","5.018064807124612","8.165129333316695","0.04174366673842608","0.30901128700059227"
"124.0","2.783486545141115","5.724236136110243","7.4793271717200005","4.66596043408818","-1.3223171320823672","5.726022328091144","4.965896834711968","9.232432290339636","0.7874128207272073","1.6660585234160321"
"125.0","2.949566985990376","7.444755708713629","9.715458190458692","5.166940343600238","-0.985082640466135","4.035350531854949","4.776931665530106","8.557795004091817","-1.200317319296663","1.048927266087417"
"126.0","4.013455852625865","5.296083728190996","6.978131878183107","4.3917102562095005","-1.0740186303822714","6.112637072708681","4.9614158111624915","9.010864980053993","-0.11633290791917705","1.9137028206470994"
"127.0","2.9616382439703672","7.442998479374094","9.758535487815335","3.6769229473852514","-0.16960620835095253","4.338249636229553","5.092686282979028","7.661633887875701","-0.6778639687471437","0.4738673315248887"
"128.0","3.850773685739198","5.6756445630042185","6.977954575419763","4.09915757305817","-0.7907199544009296","6.653451418565819","5.179071217076858","8.46590186769729","-1.2715945373467485","1.8079077179190108"
"129.0","2.3665561288421513","6.983877382058122","8.01667679410311","4.371725656970721","0.7499168311134309","4.045279377946282","4.885908119345784","7.630071685700213","-0.9294498345533047","0.8283071381759339"
"130.0","3.237934449830862","6.724043592471492","7.923244844379106","5.007579790113975","-0.9955176713846658","6.46565531912187","4.862530723976676","8.033336402880481","-1.4924932025571669","2.021645361478421"
"131.0","1.6987814706282978","7.81439763871932","7.27898483472031","3.74476868382292","0.44215216646303035","5.521153521853844","5.254372792510952","8.35852852098352","-1.0163647280001415","1.5253123078558313"
"132.0","1.9543554713845208","6.747127081495251","7.894232438136911","4.755717758639963","0.05707119584422066","6.137030615062973","5.643288635269148","7.002683512450384","-1.9047030475774707","2.7137759480659556"
"133.0","2.3235075038896573","7.112848410990512","7.915171414619916","3.837651345109022","0.6065916606838984","5.088688250160303","6.404410753958987","8.006643925557078","-1.3271704797195263","1.1297673628925602"
"134.0","1.972393914073461","7.040667288800852","7.23430880945641","4.137647681830159","0.22804682543454352","5.287787552598817","6.9822756404186865","6.205540503909417","-0.8768620108421226","2.7263841634962254"
"135.0","3.20973838112434","6.740271821177627","7.9108488096328955","3.3107510523236883","0.12352292219950406","5.3964839368104425","6.7024081136740365","7.29413337126361","-1.2701927988074868","1.021636830239792"
"136.0","3.4156783323011286","8.005048137937958","7.31480227802704","4.6012760678684845","-0.7237948406585808","5.3670102645342235","7.0302008430621985","6.43385183412462","-1.0590398218606403","3.42930467597856"
"137.0","3.2177590147374753","6.438494827809721","8.30493970390805","4.202256203267149","0.6542502126515122","4.918366088763731","5.795342584634093","6.923960807795019","-1.075003708494639","0.8718446611172899"
"138.0","3.2901016473789237","7.2627270801419055","6.844934316064157","4.853411826163682","-1.3616649448962783","4.9705026501478065","7.01446338904627","6.741940677929406","-0.720387478096918","3.2298222368818474"
"139.0","4.386484316082979","6.7882122743396","8.393289807368259","4.921780646529144","-0.057699330772479296","4.69528500328917","5.726581733734745","5.813543973502299","-0.7026369333277399","1.173262513082375"
"140.0","4.585877321384891","6.9931483369277805","7.378313145730649","4.401236177114656","-2.2491573178693987","4.99968196480717","5.1354859876049055","6.670434148776975","-0.8645960786264124","3.256767169153279"
"141.0","4.923104731326795","7.017904500945697","8.625671298446656","5.24769857104121","-0.5745849588044813","4.857249687216084","4.849524795558073","6.4714772770095585","-0.23870698973766516","1.2837297912140284"
"142.0","4.914024092019518","6.9797986427557905","7.957446321006451","4.192770930335161","-2.9710967797367536","4.143875080163182","5.193297667313444","6.979516340787585","-0.3815670203535626","3.448623023015767"
"143.0","6.379251413630497","7.8323851716609685","9.46029706611279","4.355110046451838","-0.5701658179132245","4.8720469163484115","4.430065810775871","5.257021675069908","-1.263587764458509","0.547710425582667"
"144.0","5.14515404530716","6.692603696647192","9.044077751530493","3.679138976485662","-2.537811372563935","3.944252685991251","6.170661425182841","7.743414998195821","-0.7640348773751422","4.045163164711059"
"145.0","6.911662646418762","8.103617623833145","9.487413152906091","5.133343865610023","-0.8223901577666664","4.446134143436668","4.70249612185133","5.310085496155416","-1.1567860305728217","0.44286894085538175"
"146.0","5.125641459684484","7.570660355381767","8.218149379093896","4.35464640673707","-2.851180960647426","4.337206696700389","6.717549377361712","6.78922343848154","-2.78526894717408","2.8139201291996114"
"147.0","8.407842807093616","7.773096734886021","9.205035527283087","4.178325508964426","-1.4173247834668667","2.894262534972344","4.537628667735638","6.527065693522085","-1.4614027542954628","1.2782552226733332"
"148.0","4.162838244976396","6.8697761775895305","8.452065178706004","2.784571270666539","-2.3557333222759222","2.5061612977219894","6.8019787292720855","6.029641355154677","-2.449007175997996","2.0393434146237253"
"149.0","8.353903320652051","8.429848366666452","9.043029458663117","4.063441590933197","-1.2065761043832874","2.1853915207837096","4.511285786242795","6.333321777499265","-1.1603279108119104","1.1279021160266136"
"150.0","3.8541550388161476","7.9356344351813375","8.98907379466602","4.023867355526559","-3.112138256913947","3.2522801042922063","6.171449620518376","5.840679857378288","-1.8803584190046827","1.6544470919147347"
"151.0","7.2948399459265145","7.979399095977818","9.80481465839169","3.0580879363701023","-2.2327840363849725","2.7539413282659906","4.835208606158568","6.387371722909231","-0.8880271567584364","0.4991488738766317"
"152.0","4.702777144866334","8.17669555066062","9.006794667100952","3.603705672646947","-3.6074503478688236","2.569191035825588","6.930166832112252","5.925378778244193","-0.3678921192267385","1.1413610196867645"
"153.0","6.3573813136255275","7.269371024083967","10.835019369817596","2.3606865965641166","-2.4439326874290757","3.239572768332857","5.748667356479231","7.159749568566509","0.23621400261064274","1.054461080224728"
"154.0","4.82880745130773","7.219243536839938","10.18713352483375","3.2816706087772594","-3.581435328486634","2.0732240152119474","5.345158893559184","6.607296927940366","-0.8468326433802286","-0.5942466588527676"
